Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_KiboPush  Dashboard/span_Manage Pages""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:28,2019-04-21 07:26:29,0.172s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:26:29,2019-04-21 07:26:30,1.003s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1027,Chrome 73.0.3683.103,Greeting text video tutorial,,2019-04-21 07:26:30,2019-04-21 07:26:36,5.955s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:26:30,2019-04-21 07:26:32,2.583s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Greeting Message/a_video tutorial""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:32,2019-04-21 07:26:32,0.200s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 07:26:32,2019-04-21 07:26:36,3.016s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1028,Chrome 73.0.3683.103,Default greeting text,,2019-04-21 07:26:36,2019-04-21 07:26:41,5.112s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:26:36,2019-04-21 07:26:38,2.586s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 07:26:38,2019-04-21 07:26:40,2.007s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 07:26:40,2019-04-21 07:26:40,0.008s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:40,2019-04-21 07:26:41,0.078s,PASSED
"verifyNotEqual(textArea.getText(), """")",Chrome 73.0.3683.103,,,2019-04-21 07:26:41,2019-04-21 07:26:41,0.054s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1029,Chrome 73.0.3683.103,Change greeting text,,2019-04-21 07:26:41,2019-04-21 07:26:47,6.119s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:26:41,2019-04-21 07:26:43,2.422s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 07:26:43,2019-04-21 07:26:45,2.005s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 07:26:45,2019-04-21 07:26:45,0.000s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:45,2019-04-21 07:26:45,0.019s,PASSED
"textArea.sendKeys(""Hello"")",Chrome 73.0.3683.103,,,2019-04-21 07:26:45,2019-04-21 07:26:45,0.167s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/button_Save (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:45,2019-04-21 07:26:46,0.166s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/div_Greeting message saved suc""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:46,2019-04-21 07:26:47,1.158s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1030,Chrome 73.0.3683.103,Change greeting text (empty text),,2019-04-21 07:26:47,2019-04-21 07:26:51,4.658s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:26:47,2019-04-21 07:26:49,2.358s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 07:26:49,2019-04-21 07:26:51,2.002s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 07:26:51,2019-04-21 07:26:51,0.000s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:51,2019-04-21 07:26:51,0.020s,PASSED
textArea.clear(),Chrome 73.0.3683.103,,,2019-04-21 07:26:51,2019-04-21 07:26:51,0.051s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1032,Chrome 73.0.3683.103,Add user name,,2019-04-21 07:26:51,2019-04-21 07:26:58,6.269s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:26:52,2019-04-21 07:26:54,2.408s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 07:26:54,2019-04-21 07:26:56,2.006s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 07:26:56,2019-04-21 07:26:56,0.002s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:56,2019-04-21 07:26:56,0.017s,PASSED
"textArea.sendKeys(""arveen"")",Chrome 73.0.3683.103,,,2019-04-21 07:26:56,2019-04-21 07:26:56,0.158s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/button_Save (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:56,2019-04-21 07:26:56,0.189s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/div_Greeting message saved suc""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:56,2019-04-21 07:26:58,1.209s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1033,Chrome 73.0.3683.103,View greeting text,,2019-04-21 07:26:58,2019-04-21 07:27:01,3.062s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:26:58,2019-04-21 07:27:00,2.447s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Greeting Message/a_See how it looks""))",Chrome 73.0.3683.103,,,2019-04-21 07:27:00,2019-04-21 07:27:00,0.123s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Greeting Message/h3_Greeting Message Preview""))",Chrome 73.0.3683.103,,,2019-04-21 07:27:00,2019-04-21 07:27:01,0.262s,PASSED
