Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Invite Using Phone Number/TC0928,Chrome 73.0.3683.103,Test download sample csv file button,,2019-04-20 17:22:26,2019-04-20 17:22:32,5.626s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Invite using Phone Number""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:22:26,2019-04-20 17:22:31,4.382s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 17:22:31,2019-04-20 17:22:32,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/button_Download Sample CSV fil""))",Chrome 73.0.3683.103,,,2019-04-20 17:22:32,2019-04-20 17:22:32,0.145s,PASSED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0929,Chrome 73.0.3683.103,Test view segmented list button,,2019-04-20 17:22:32,2019-04-20 17:22:35,3.300s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Invite using Phone Number""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:22:32,2019-04-20 17:22:35,3.048s,FAILED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0930,Chrome 73.0.3683.103,View segmented lists,,2019-04-20 17:22:35,2019-04-20 17:22:36,0.749s,FAILED
"callTestCase(findTestCase(""Invite Using Phone Number/TC0928-viewCustomers""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:22:36,2019-04-20 17:22:36,0.363s,FAILED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0938,Chrome 73.0.3683.103,Test back button,,2019-04-20 17:22:36,2019-04-20 17:22:37,0.569s,FAILED
"callTestCase(findTestCase(""Invite Using Phone Number/TC0930""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:22:36,2019-04-20 17:22:37,0.401s,FAILED
